,CIDADE,QUANTIDADE,FORMATO
5609,Lafayette,5.0,Unknown
5614,Hayward,26.0,Sphere
5616,Arroyo Grande,7.0,Triangle
5622,Los Angeles,254.0,Cigar
5624,Los Angeles,254.0,Changing
5626,North Hollywood (San Fernando Valley),1.0,Sphere
5627,Mission Viejo,24.0,Formation
5632,Canyon Lake,7.0,Light
5641,San Dimas,11.0,Oval
5648,San Dimas,11.0,Oval
5649,Santa Monica,23.0,Changing
5659,Blythe,6.0,Disk
5664,Modesto,68.0,Triangle
5672,Atascadero,6.0,Light
5674,Temecula,48.0,Formation
5694,San Diego (Carmel Mountain),1.0,Light
5712,Redwood City,12.0,Triangle
5717,Garden Grove,30.0,Cylinder
5718,Merced,19.0,Sphere
5722,Poway,8.0,Light
5725,San Diego,277.0,Fireball
5731,Hollywood,15.0,Fireball
5736,San Carlos,5.0,Oval
5737,Rialto,13.0,Light
5740,Boyes Hot Springs,1.0,Formation
5765,Santa Rosa,67.0,Light
5767,Beale AFB,2.0,Light
5771,Moreno Valley,26.0,Egg
5775,Indio,24.0,Fireball
5782,Orland,13.0,Light
5784,Sonora,11.0,Unknown
5787,Fremont,27.0,Disk
5791,Soquel,4.0,Unknown
5795,Brentwood,9.0,Circle
5801,San Jose,160.0,Cigar
5802,Pasadena,26.0,Unknown
5834,Chico,31.0,Circle
5861,Santa Maria,20.0,Other
5866,Irvine,55.0,Circle
5875,Palmdale,34.0,Triangle
5877,Brentwood,9.0,Fireball
5886,Irvine,55.0,Circle
5888,Los Angeles,254.0,Unknown
5897,Bakersfield,63.0,Light
5900,Castroville,1.0,Triangle
5907,Richmond,12.0,Disk
5908,Anaheim,62.0,Light
5917,Castro Valley,16.0,Triangle
5926,Orange,30.0,Light
5928,San Rafael,24.0,Light
5931,Cottonwood,5.0,Light
5937,Mariposa,5.0,Flash
5943,Rancho Cucamonga,32.0,Light
5955,Costa Mesa,19.0,Unknown
5975,Spring Valley,13.0,Fireball
5978,Clearlake,4.0,Light
5979,Palo Alto,11.0,Sphere
5982,Mulege (Baja California) (Mexico),1.0,Changing
5987,San Clemente,24.0,Other
5988,Garden Grove,30.0,Disk
5993,Rohnert Park,20.0,Unknown
6023,Santa Ana,35.0,Rectangle
6032,Gilroy,12.0,Light
6039,Sacramento,177.0,Changing
6043,Corona,54.0,Circle
6044,Corona,54.0,Fireball
6053,Vacaville,24.0,Disk
6067,Paso Robles,13.0,Other
6073,Cottonwood,5.0,Changing
6083,Berkeley,23.0,Unknown
6098,San Rafael,24.0,Changing
6099,Santa Ana,35.0,Light
6100,Sacramento,177.0,Fireball
6105,Rancho Cucamonga,32.0,Circle
6109,Cupertino,5.0,Circle
6133,Cerritos,8.0,Unknown
6147,Visalia,35.0,Light
6156,San Diego,277.0,Triangle
6167,Santa Barbara,54.0,Other
6174,Corona del Mar,6.0,Circle
6181,Covina,20.0,Light
6184,Irvine,55.0,Circle
6199,Lancaster,30.0,Circle
6202,California City,2.0,Triangle
6203,San Diego,277.0,Cigar
6223,Corona,54.0,Triangle
6236,Marysville,9.0,Sphere
6242,Madera,18.0,Light
6254,Redondo Beach,26.0,Egg
6255,Davis,23.0,Circle
6277,San Diego,277.0,Unknown
6278,San Bernadino,2.0,Light
6300,Laguna Beach,16.0,Circle
6317,Lake Isabella,2.0,Circle
6320,Gilroy,12.0,Light
6333,San Juan Capistrano,8.0,Disk
6335,Petaluma,22.0,Unknown
6336,San Diego,277.0,Triangle
6338,Tulare,6.0,Rectangle
6347,Sonoma,24.0,Cross
6348,Irvine,55.0,Circle
6354,San Diego,277.0,Other
6360,Palmdale,34.0,Light
6364,Old Station,2.0,Light
6370,North Hollywood,21.0,Circle
6371,Chino Hills,9.0,Diamond
6373,Big Bear,3.0,Light
6386,Santa Barbara,54.0,Unknown
6388,Ventura,47.0,Chevron
6390,Torrance,33.0,Light
6392,Fresno (20 min. N of),1.0,Egg
6397,Rancho Santa Margarita,10.0,Light
6401,Borrego Springs,5.0,Oval
6410,San Juan Bautista,2.0,Fireball
6436,Santa Clara,17.0,Unknown
6440,Grenada,2.0,Light
6443,Mountain View,8.0,Formation
6447,Hemet,27.0,Light
6474,Lake Forest,11.0,Oval
6476,Joshua Tree National Park,3.0,Light
6478,Woodland,12.0,Cigar
6479,Shafter VOR (in flight),1.0,Cylinder
6492,Castro Valley,16.0,Triangle
6507,Felton,5.0,Teardrop
6513,Susanville,8.0,Circle
6531,Three Rocks,2.0,Light
6532,San Lorenzo,1.0,Light
6538,Vallejo,18.0,Changing
6548,Foster City,4.0,Sphere
6551,Palmdale,34.0,Sphere
6560,Irvine,55.0,Circle
6563,San Diego,277.0,Circle
6588,Fresno,96.0,Triangle
6589,Fresno,96.0,Triangle
6598,Clovis,29.0,Circle
6625,Capitola,9.0,Chevron
6645,Covina,20.0,Sphere
6661,Guerneville,1.0,Other
6664,Visalia,35.0,Formation
6667,Cerritos,8.0,Other
6670,San Diego,277.0,Flash
6683,Corona,54.0,Cylinder
6684,Berkeley,23.0,Light
6686,Sacramento (180 mi. S of; on Interstate 5),2.0,Unknown
6687,Sacramento (180 mi. S of; on Interstate 5),2.0,Light
6695,San Diego,277.0,Disk
6696,Truckee,5.0,Unknown
6697,Sonora,11.0,Light
6701,Oakland,49.0,Oval
6709,Palmdale,34.0,Light
6714,Fresno,96.0,Sphere
6716,Simi Valley,34.0,Triangle
6720,Huntington Beach,64.0,Sphere
6722,Atascadero,6.0,Cylinder
6727,Fresno,96.0,Oval
6732,Pomona,27.0,Light
6743,San Jose,160.0,Other
6746,Sacramento,177.0,Triangle
6753,Costa Mesa,19.0,Circle
6776,Los Osos,4.0,Diamond
6785,oceanside,1.0,Fireball
6788,Rural Amador County,1.0,Triangle
6801,Coalinga,9.0,Triangle
6809,Laguna Hills,14.0,Rectangle
6812,China Lake,1.0,Disk
6813,Fort Irwin,2.0,Triangle
6833,Yuba City,10.0,Triangle
6848,San Bernardino,41.0,Light
6851,Irvine,55.0,Circle
6857,Los Angeles,254.0,Sphere
6883,Hesperia,13.0,Light
6885,Chico,31.0,Circle
6895,Ramona,7.0,Unknown
6904,Cambria/San Luis Obispo County,1.0,Light
6918,Fullerton,25.0,Changing
6931,Santa Rosa,67.0,Light
6932,Pine Valley,1.0,Sphere
6947,Lone Pine,3.0,Circle
6950,San Bernadino,2.0,Unknown
6955,Irvine,55.0,Circle
6985,Riverside,68.0,Fireball
6994,Spring Valley,13.0,Other
6995,La Mesa,19.0,Unknown
6996,Spring Valley,13.0,Fireball
7005,Los Angeles,254.0,Circle
7012,Lake Arrowhead,8.0,Fireball
7017,Irvine,55.0,Circle
7021,Saddleback,1.0,Circle
7022,San Diego,277.0,Sphere
7038,Paso Robles,13.0,Unknown
7040,Escondido,56.0,Cylinder
7048,Santa Barbara,54.0,Oval
7052,Santa Monica,23.0,Circle
7053,Placerville,10.0,Light
7063,Culver City,11.0,Cigar
7066,Yucaipa,14.0,Oval
7070,Chino Hills (seen from),1.0,Circle
7078,Petaluma,22.0,Sphere
7082,Clovis/Fresno,1.0,Triangle
7092,Los Angeles,254.0,Cigar
7094,Moreno Valley,26.0,Triangle
7095,Dinuba,4.0,Triangle
7111,Aliso Viejo,11.0,Disk
7118,San Luis Obispo,14.0,Circle
7142,Pacheco,2.0,Circle
7159,Fresno,96.0,Light
7164,San Ysidro,3.0,Light
7174,Porterville,20.0,Triangle
7189,Fountain valley,1.0,Circle
7208,Sacramento,177.0,Formation
7212,Sacramento,177.0,Light
7213,Chico,31.0,Light
7217,Vacaville,24.0,Changing
7219,Foster City,4.0,Unknown
7228,Canoga Park,12.0,Cigar
7232,Sacramento,177.0,Cigar
7235,Rancho Cucamonga,32.0,Oval
7236,Rancho Cucamonga,32.0,Oval
7244,South Lake Tahoe,10.0,Formation
7250,Redding,46.0,Light
7262,San Jose,160.0,Triangle
7265,Santa Rosa,67.0,Chevron
7266,Santa Rosa,67.0,Chevron
7268,Irvine,55.0,Sphere
7278,Vallejo,18.0,
7305,New Castle,1.0,Sphere
7315,San Rafael,24.0,Triangle
7323,Long Beach,94.0,Formation
7327,Sacramento,177.0,Sphere
7335,Azusa,11.0,Fireball
7338,Hesperia,13.0,Light
7340,Alameda,11.0,Light
7356,Los Angeles,254.0,Other
7360,Los Angeles,254.0,Triangle
7361,Grenada,2.0,Fireball
7362,Pittsburg/Antioch,3.0,Fireball
7363,Sonora,11.0,Light
7364,Oakdale,7.0,Fireball
7382,Oakhurst,1.0,Triangle
7402,San Diego,277.0,Light
7405,Rohnert Park,20.0,Formation
7412,Sonora,11.0,Light
7419,Los Angeles,254.0,Fireball
7440,Riverside,68.0,Light
7447,Napa,28.0,Light
7474,Newport Beach,27.0,Sphere
7476,Richmond,12.0,Circle
7497,Williams,2.0,Chevron
7530,El Cajon,49.0,Light
7536,Corona,54.0,Circle
7547,Burbank,48.0,Light
7550,Los Angeles,254.0,Sphere
7573,Woodland Hills,15.0,Circle
7574,Costa Mesa,19.0,Circle
7575,Vista,21.0,Triangle
7584,Huntington Beach,64.0,Other
7594,Mission Viejo/Trabuco Canyon,1.0,Circle
7605,Long Beach,94.0,Fireball
7615,Bakersfield,63.0,Triangle
7618,Irvine,55.0,Circle
7624,San Carlos,5.0,Formation
7632,Oroville,12.0,Triangle
7634,Bodega Bay,1.0,Cigar
7635,Santa Barbara,54.0,Light
7638,Placerville,10.0,Triangle
7642,Coalinga,9.0,Oval
7645,Tracy,18.0,Cigar
7646,Glendale,25.0,Triangle
7649,San Diego,277.0,
7662,Goleta,16.0,Cigar
7663,Taft,7.0,Formation
7679,San Francisco,125.0,Triangle
7688,Livermore,18.0,Unknown
7718,Laguna Niguel,17.0,Triangle
7729,La Crescenta,5.0,Sphere
7730,Studio City,9.0,Light
7731,Agoura Hills,5.0,Disk
7732,Anaheim,62.0,
7746,Antelope,10.0,Other
7750,Orange,30.0,Formation
7758,Grover Beach,5.0,Triangle
7759,Santa Maria,20.0,Oval
7796,Irvine (enroute to),1.0,Triangle
7797,Tracy (20 miles outside of; on I-5),1.0,Triangle
7809,Novato,11.0,Other
7813,Modesto (on I-5; 130 miles south of Sacramento),1.0,Triangle
7816,Tujunga,6.0,Other
7825,Moreno Valley,26.0,Unknown
7852,Rowland Heights,3.0,Unknown
7865,Chicoe,1.0,Light
7871,Irvine,55.0,Changing
7881,Bryson,1.0,Light
7883,Torrance,33.0,Cylinder
7884,Monte Nido,1.0,Cigar
7885,Emeryville,5.0,Circle
7912,San Diego,277.0,Light
7927,Monterey,25.0,Cylinder
7956,Hanford,7.0,Cylinder
7957,Hemet,27.0,Unknown
7969,Cameron Park,3.0,Light
7970,Monterey,25.0,Light
7987,Elk Grove,33.0,Sphere
8009,Hayward,26.0,Light
8012,Sacramento,177.0,Cigar
8014,Rock Creek Lake,1.0,Light
8015,Point Mugu,2.0,Sphere
8020,Danville,5.0,Chevron
8033,"Hwy 168, Bristle Cone Pine Forrest",1.0,Sphere
8041,Los Angeles,254.0,Circle
8042,Livermore,18.0,Triangle
8046,Van Nuys,19.0,Circle
8066,Sacramento,177.0,Sphere
8076,Redondo Beach,26.0,Circle
8082,Irvine/Newport Beach,1.0,Disk
8086,Los Angeles,254.0,Cigar
8096,Irvine,55.0,Circle
8098,Irvine,55.0,
8101,West Los Angeles,8.0,Unknown
8129,Indio,24.0,Oval
8130,Bakersfield,63.0,Circle
8145,Mission Viejo,24.0,Light
8148,Claremont,10.0,Circle
8157,Irvine,55.0,Oval
8158,Quincy,7.0,Light
8161,Long Beach,94.0,Sphere
8162,Laguna Hills,14.0,Disk
8163,Riverside,68.0,Oval
8164,Lakewood,15.0,Sphere
8165,Manteca (above; in flight),1.0,Other
8171,Los Angeles,254.0,Formation
8174,Mountain View,8.0,Light
8177,Huntington Beach,64.0,Rectangle
8182,Oak View,2.0,Egg
8191,Quincy,7.0,Triangle
8235,Claremont,10.0,Circle
8239,Dublin,9.0,Flash
8253,Los Angeles,254.0,Flash
8254,Escondido,56.0,Diamond
8262,Taft,7.0,Changing
8267,Stanislaus/Calaveras Counties (rural),1.0,Light
8273,Modesto,68.0,Light
8284,San Diego (Clairmont),1.0,Circle
8289,San Diego area (on highway; beside Camp Pendleton),1.0,
8299,Buena Park,14.0,Fireball
8303,Chino,16.0,Light
8310,San Diego,277.0,Light
8311,Mission Hills,4.0,Cigar
8312,Mountain House,1.0,Circle
8316,Corona,54.0,Light
8319,San Diego,277.0,Formation
8320,San Diego,277.0,Formation
8337,San Diego,277.0,Circle
8341,Carmichael,12.0,Flash
8349,Death Valley,2.0,Oval
8351,Modesto,68.0,Other
8352,Coto de Caza,2.0,Other
8360,Palm Springs,36.0,Triangle
8369,Sebastopol,11.0,Other
8386,Sacramento,177.0,Cigar
8396,La Crescenta,5.0,Circle
8398,Monterey,25.0,Triangle
8400,San Diego,277.0,Changing
8401,San Diego,277.0,Circle
8405,Los Angeles,254.0,Unknown
8409,San Marcos,13.0,Formation
8414,San Diego,277.0,Triangle
8415,San Diego,277.0,Triangle
8416,San Diego,277.0,Other
8417,Cathedral City,15.0,Unknown
8421,Palm Springs,36.0,Other
8422,Montebello,9.0,Sphere
8423,Elk Grove,33.0,Other
8426,San Diego,277.0,Disk
8427,Fullerton,25.0,Cone
8430,Irvine,55.0,Circle
8440,Lompoc,7.0,Cylinder
8442,Dublin,9.0,Light
8454,San Diego,277.0,Circle
8461,Pasadena,26.0,Other
8463,Pleasant Hill,5.0,Unknown
8464,Galt,7.0,Fireball
8466,Redding,46.0,Unknown
8467,Los Angeles,254.0,Formation
8468,Redondo Beach,26.0,Formation
8479,El Cajon,49.0,Formation
8494,Rancho Santa Margarita,10.0,Circle
8495,Burbank (over area),1.0,Triangle
8496,Morgan Hill,11.0,Fireball
8497,San Jose,160.0,Disk
8500,Tarzana,7.0,Flash
8519,Lower Lake,2.0,Rectangle
8524,Bishop,7.0,Other
8527,Lincoln,16.0,Sphere
8528,Madera,18.0,Light
8534,Fullerton,25.0,Fireball
8535,Corona del Mar,6.0,Oval
8536,Corona del Mar,6.0,Circle
8543,Quincy,7.0,Light
8554,Corona,54.0,Other
8559,San Francisco,125.0,Other
8563,Santa Margarita/Irvine,1.0,Disk
8569,Rocklin,13.0,Light
8570,Discovery Bay,5.0,Other
8571,Discovery Bay,5.0,Other
8572,Indio,24.0,Fireball
8586,Newport Beach,27.0,Circle
8587,Pleasanton,16.0,Disk
8588,Pleasanton,16.0,Disk
8591,San Rafael,24.0,Changing
8603,Santa Monica,23.0,Other
8605,San Carlos (of San Diego),1.0,Light
8608,San Diego,277.0,Light
8613,Los Angeles,254.0,Rectangle
8614,San Diego,277.0,Sphere
8617,Antioch,38.0,Circle
8621,Vista,21.0,Other
8622,Santa Rosa,67.0,Other
8626,Palm Desert,27.0,Other
8631,Carlsbad,39.0,Triangle
8634,Vista,21.0,Light
8636,Westwood,4.0,Diamond
8637,Hacienda Heights,2.0,Formation
8647,Irvine,55.0,Other
8648,Clovis,29.0,Other
8652,Burbank,48.0,Unknown
8664,Alta Loma,3.0,Circle
8665,Van Nuys,19.0,Formation
8671,Tustin,13.0,Disk
8672,San Martin,2.0,Unknown
8679,Los Alamos,3.0,Unknown
8680,Los Angeles,254.0,Circle
8682,San Marino,1.0,Diamond
8684,Los Angeles,254.0,Circle
8688,San Diego,277.0,Light
8691,San Diego,277.0,Light
8692,San Diego,277.0,Light
8697,El Centro,14.0,Unknown
8711,Fresno,96.0,Disk
8712,Irvine,55.0,Circle
8713,Mission Viejo/Lake Forest,1.0,Disk
8723,Los Angeles,254.0,Cylinder
8729,San Lucas,1.0,Sphere
8733,El Cerrito,5.0,Disk
8742,Manhattan Beach,9.0,Fireball
8745,Santa Barbara/Goleta,1.0,Sphere
8754,Sacramento,177.0,Cigar
8755,Orland,13.0,Triangle
8765,Los Angeles,254.0,Unknown
8778,Los Angeles,254.0,Oval
8781,Isla Vista (UCSB),1.0,Oval
8790,Santa Ana,35.0,Light
8792,Chico,31.0,Fireball
8798,San Jacinto,15.0,Other
8800,Pleasanton,16.0,Rectangle
8829,Fair Oaks,8.0,Rectangle
8832,Penn Valley,6.0,Teardrop
8837,Dinuba,4.0,Unknown
8840,San Francisco,125.0,Light
8843,Carpinteria/Santa Barbara,1.0,Unknown
8846,Alamo,2.0,Formation
8870,Hemet,27.0,Triangle
8881,Burbank,48.0,Light
8884,Oceanside,32.0,Circle
8898,Los Angeles,254.0,Other
8903,Murrieta,23.0,Cigar
8904,Stockton,37.0,
8911,Pico Rivera,9.0,Disk
8918,Paradise,6.0,Sphere
8921,Irvine,55.0,Circle
8926,Lake Elsinore,23.0,Sphere
8927,Lake Elsinore,23.0,Oval
8945,Santa Rosa,67.0,Teardrop
8950,Burbank,48.0,Formation
8957,Mt. Laguna,2.0,Circle
8959,Northridge,8.0,Triangle
8961,Santa Clarita/Palmdale (between),1.0,Formation
8974,Corona,54.0,Light
8975,San Diego,277.0,Flash
8976,Lost Hills,1.0,Fireball
8988,Los Angeles,254.0,Rectangle
8989,Fullerton,25.0,Fireball
8990,Yorba Linda,12.0,Light
8991,Placentia,9.0,Oval
8992,Yorba Linda,12.0,Fireball
8993,Yorba Linda,12.0,Fireball
8994,Anaheim,62.0,Fireball
8995,Anaheim/Brea/Diamond Bar,1.0,Oval
9000,Brea,7.0,Fireball
9008,Davis,23.0,Fireball
9023,Hayward,26.0,Oval
9039,Milpitas,9.0,Circle
9049,Taft,7.0,Disk
9060,Lancaster,30.0,Circle
9064,Janesville,4.0,Triangle
9067,Morgan Hill,11.0,Other
9081,La Mesa,19.0,Changing
9082,Burbank,48.0,Light
9087,Davis,23.0,Circle
9106,Adelanto,3.0,Triangle
9108,Azusa,11.0,Disk
9109,Half Moon Bay,8.0,Changing
9130,Long Beach (just south on the 405),1.0,Light
9131,Compton,6.0,Fireball
9132,Lakewood/South Gate/Lnywood  (105 East Freeway),1.0,Light
9141,San Bernardino,41.0,Circle
9143,Highland,9.0,Sphere
9161,Pomona,27.0,Circle
9162,Goleta,16.0,Triangle
9163,Ukiah,14.0,Other
9172,San Francisco,125.0,Light
9174,Long Beach,94.0,Other
9175,Redondo Beach,26.0,Flash
9180,Norwalk,21.0,Triangle
9186,Santa Monica,23.0,Changing
9189,Riverside,68.0,Fireball
9199,Laguna Niguel,17.0,Light
9213,Lancaster,30.0,Light
9218,Livermore,18.0,Cylinder
9226,San Jose,160.0,Triangle
9233,Palm Desert,27.0,Triangle
9238,Los Angeles (LAX),1.0,Changing
9280,Anaheim,62.0,Circle
9288,Temecula,48.0,Circle
9297,Westwood,4.0,Diamond
9298,Downey,14.0,Formation
9302,Yreka,4.0,Cylinder
9312,San Diego,277.0,Light
9313,Santa Barbara,54.0,Other
9318,San Diego,277.0,Light
9320,Citrus Heights,17.0,Formation
9321,La Jolla,15.0,Light
9323,San Diego,277.0,Light
9324,San Diego,277.0,Light
9325,San Diego,277.0,Light
9326,Burbank,48.0,Light
9329,Antioch,38.0,Light
9330,Fremont,27.0,Formation
9332,El Cajon,49.0,Triangle
9333,Burbank,48.0,Light
9334,Burbank,48.0,Circle
9346,Allendale,1.0,Triangle
9355,Dublin,9.0,Diamond
9359,Foothill Ranch,4.0,Light
9363,Laguna Niguel,17.0,Chevron
9367,San Diego,277.0,Disk
9369,Lee Vining,2.0,Rectangle
9372,Cardiff,2.0,Changing
9378,San Fernando,7.0,Cigar
9380,Long Beach,94.0,Triangle
9386,Napa,28.0,Light
9389,San Francisco,125.0,Sphere
9390,Benicia,10.0,Triangle
9393,Riverside,68.0,Circle
9404,La Habra,9.0,Rectangle
9409,Castro Valley,16.0,Disk
9411,Huntington Beach,64.0,Disk
9414,Murrieta,23.0,Triangle
9428,San Jose,160.0,Teardrop
9447,Los Angeles,254.0,Circle
9449,Penn Valley,6.0,Light
9459,Brea,7.0,Light
9494,San Francisco,125.0,Light
9497,Hughson,1.0,Changing
9498,San Diego,277.0,Formation
9502,Carlsbad,39.0,Light
9505,Sacramento,177.0,Flash
9510,San Francisco,125.0,Triangle
9519,Carlsbad,39.0,Light
9522,Los Angeles,254.0,Light
9535,Los Angeles County,1.0,
9551,Los Gatos,5.0,Circle
9557,Cloverdale,6.0,Disk
9560,Carlsbad/Leucaida,1.0,Cylinder
9572,Burbank,48.0,Sphere
9577,Whittier,29.0,Light
9581,Corona,54.0,Egg
9585,San Francisco,125.0,Changing
9589,Dana Point,16.0,Disk
9592,Ukiah,14.0,Disk
9593,Covina,20.0,Rectangle
9599,Carlsbad,39.0,Other
9614,Manhattan Beach,9.0,Light
9615,San Jose,160.0,Unknown
9616,San Jose,160.0,Unknown
9620,Garden Grove,30.0,Flash
9621,Laguna Niguel,17.0,Fireball
9629,Menifee,21.0,Circle
9636,Granite Bay,7.0,Other
9638,San Francisco,125.0,Formation
9642,Victorville,15.0,Fireball
9653,Garden Grove,30.0,Light
9655,Garden Grove,30.0,Light
9661,Santa Barbara,54.0,Formation
9667,Monterey Park,4.0,Fireball
9685,Canyon Country,7.0,Disk
9687,Salton Sea,3.0,Egg
9699,Sacramento,177.0,Unknown
9710,Napa,28.0,Triangle
9717,Berkeley,23.0,Oval
9719,Orange,30.0,Changing
9723,Solvang,3.0,Changing
9728,Redlands,21.0,Light
9729,Los Angeles,254.0,Egg
9730,Los Angeles,254.0,Cone
9732,San Diego,277.0,Triangle
9737,Santa Barbara,54.0,Chevron
9741,Modesto,68.0,Circle
9746,Tahoe City,4.0,Unknown
9747,Tahoe City,4.0,Unknown
9750,Torrance,33.0,Diamond
9753,Berkeley,23.0,Changing
9761,Graton,1.0,Unknown
9772,Fremont,27.0,Formation
9774,Lake Isabella,2.0,Chevron
9776,Isabella,1.0,Changing
9780,Calabasas,5.0,Oval
9797,Oceanside,32.0,Sphere
9801,Palm Springs,36.0,Other
9806,San Francisco,125.0,
9822,San Diego,277.0,Formation
9831,Fortuna,5.0,Sphere
9838,Crestline,6.0,Sphere
9850,Santa Ana,35.0,Disk
9854,Carlsbad,39.0,Chevron
9855,Milpitas,9.0,Other
9858,Simi Valley,34.0,Sphere
9862,Redlands,21.0,Oval
9864,Santa Cruz (SW of),1.0,Rectangle
9893,Rialto,13.0,Disk
9894,San Jose,160.0,Sphere
9900,Vallejo,18.0,Other
9919,Fontana,24.0,Light
9949,San Francisco,125.0,Formation
9953,Calimesa,3.0,Sphere
9961,Long Beach,94.0,Oval
9964,Canoga Park,12.0,Unknown
9966,San Francisco,125.0,Formation
9967,San Diego,277.0,Unknown
9969,Millbrae,2.0,Triangle
9972,San Francisco,125.0,Sphere
9977,Knights Ferry,1.0,Chevron
9981,Huntington Park,3.0,Changing
9982,Chico,31.0,Light
9992,South Lake Tahoe,10.0,Sphere
10004,Topanga,2.0,Circle
10025,Woodland,12.0,Formation
10034,San Diego,277.0,Unknown
10039,Sonoma,24.0,Triangle
10060,San Jose,160.0,Triangle
10067,Irvine,55.0,Circle
10070,Acton,2.0,Unknown
10077,Coalinga,9.0,Triangle
10098,Santa Monica,23.0,Triangle
10102,Joshua Tree,9.0,Circle
10105,Los Angeles,254.0,Disk
10112,Oakland,49.0,Oval
10124,Redding,46.0,Egg
10129,Redding,46.0,Egg
10150,Santa Cruz,35.0,Rectangle
10164,Daly City,10.0,
10165,Venice,19.0,Light
10167,Newark,4.0,Disk
10172,San Jacinto,15.0,Cylinder
10190,Twenty Nine Palms,6.0,Disk
10191,Lake Arrowhead,8.0,Oval
10192,San Francisco,125.0,Triangle
10195,Sherman Oaks,22.0,Fireball
10197,Norwalk,21.0,Light
10202,Merced,19.0,Light
10213,Warner Springs,3.0,Circle
10216,Monterey,25.0,Light
10217,San Diego,277.0,Triangle
10235,San Jose,160.0,Diamond
10236,Newark,4.0,Fireball
10238,Rowland Heights,3.0,Diamond
10258,Costa Mesa,19.0,Changing
10259,Desert Hot Springs,11.0,Light
10263,Sacramento,177.0,Unknown
10266,Valencia,8.0,Light
10267,Porter Ranch,6.0,Sphere
10272,Pismo,4.0,Light
10275,Lucerne,1.0,Light
10276,Sonora,11.0,Other
10281,San Diego,277.0,Flash
10286,Shafter,4.0,Light
10287,San Jose,160.0,Changing
10290,Glendale,25.0,Unknown
10292,Vacaville,24.0,Disk
10301,Arcata,13.0,Light
10306,Los Osos,4.0,Light
10316,San Diego,277.0,Other
10317,Fremont,27.0,Oval
10332,Brentwood,9.0,Chevron
10333,Brentwood,9.0,Chevron
10335,Brentwood (contra costa),1.0,Other
10339,Sanger,2.0,Light
10353,Pomona,27.0,Unknown
10362,Los Angeles,254.0,Cigar
10366,Sanger,2.0,Circle
10369,Laguna Hills,14.0,Rectangle
10373,Irvine,55.0,Circle
10392,Escondido,56.0,Light
10395,Covina,20.0,Triangle
10401,Paramount,8.0,Cone
10404,Yucaipa,14.0,Circle
10415,Newport Beach,27.0,Disk
10416,Hollywood,15.0,Triangle
10424,San Jose,160.0,Sphere
10435,Watsonville,9.0,Cross
10448,Murrieta,23.0,Disk
10453,Fresno,96.0,Unknown
10462,Placerville,10.0,Disk
10467,Ventura,47.0,Chevron
10474,Simi Valley,34.0,Circle
10476,Hayward,26.0,Circle
10483,Simi Valley,34.0,Light
10491,Morro Bay,3.0,Sphere
10497,Mammoth Lakes,3.0,Light
10514,Irvine,55.0,Circle
10531,Escondido,56.0,Light
10535,Orange County,2.0,Unknown
10537,San Diego,277.0,Sphere
10546,Westlake Village,3.0,Fireball
10551,Hayfork,2.0,Fireball
10553,Folsom,17.0,Circle
10557,Ramona (near),1.0,Light
10563,Herald,1.0,Disk
10576,Canyon Country,7.0,Unknown
10588,Marina,3.0,Other
10590,Los Angeles,254.0,Egg
10591,Upland,17.0,Disk
10594,San Diego,277.0,Flash
10608,San Francisco,125.0,Sphere
10610,I-10 (?) (CA to AZ),1.0,Formation
10611,Santa Clarita,18.0,Triangle
10616,San Diego,277.0,Oval
10622,Palm Springs,36.0,Triangle
10627,Irvine,55.0,Circle
10633,San Francisco,125.0,Light
10652,Rialto,13.0,Circle
10657,Norwich,1.0,Light
10667,Corona del Mar,6.0,Changing
10668,Earp,3.0,Circle
