,CIDADE,QUANTIDADE,FORMATO
28431,Porterville,20.0,Disk
28437,Santa Rosa,67.0,Fireball
28450,Joshua Tree,9.0,Disk
28459,Santa Clara,17.0,Light
28476,Mojave,9.0,Oval
28482,Mojave,9.0,Oval
28483,Cayucos,5.0,Fireball
28493,Irvine,55.0,Disk
28497,Laguna Woods,5.0,Triangle
28522,Los Angeles,254.0,Disk
28546,California (city unspecified),1.0,Triangle
28547,Mendocino,2.0,Light
28570,Monterey,25.0,Egg
28586,San Diego,277.0,Flash
28609,Fountain Valley,10.0,Light
28634,Madera/Fresno,1.0,Triangle
28636,Diamond Bar,5.0,Teardrop
28647,Oakley,16.0,Diamond
28664,Ventura,47.0,Circle
28676,Santa Ana,35.0,Oval
28678,Santa Ana,35.0,Oval
28686,Redding,46.0,Fireball
28690,Selma,3.0,Light
28696,Stockton,37.0,Light
28698,Sacramento,177.0,Changing
28704,Grass Valley,19.0,Light
28709,Santa Clara,17.0,Changing
28720,Citrus Heights,17.0,Fireball
28726,Sacramento,177.0,Light
28728,Citrus Heights,17.0,Oval
28750,Ventura,47.0,Triangle
28753,Soulsbyville,1.0,Changing
28754,Los Angeles (mid-city),1.0,Triangle
28756,Hollywood,15.0,Other
28767,Ontario,12.0,Cone
28768,Sacramento,177.0,Light
28770,Grass Valley,19.0,Other
28776,Pollock Pines,6.0,Light
28786,San Dimas,11.0,Circle
28801,Fresno,96.0,Triangle
28825,Rancho Cucamonga,32.0,Fireball
28828,Riverside,68.0,Triangle
28838,San Jose,160.0,Light
28853,Simi Valley,34.0,Light
28862,Upland,17.0,Oval
28893,Stockton(west of),1.0,Light
28908,Marysville,9.0,Light
28918,San Diego,277.0,Light
28921,Shaver Lake,2.0,Fireball
28937,Santa Cruz,35.0,Oval
28939,"Reedly/Sander, (near); SANGER",1.0,Sphere
28940,Hemet,27.0,Sphere
28949,Indio,24.0,Triangle
28962,Lake Elsinore,23.0,Chevron
28986,Sacramento,177.0,Triangle
28988,Bermuda Dunes,2.0,Oval
28995,El Centro,14.0,Formation
28996,Corona,54.0,Circle
28999,El Centro,14.0,Cigar
29002,Atascadero,6.0,Cylinder
29003,Escondido,56.0,Light
29011,Sherman Oaks,22.0,Diamond
29014,San Juan Capistrano,8.0,Light
29022,West Hollywood,4.0,Sphere
29026,Los Banos,19.0,Rectangle
29039,Oakland,49.0,Disk
29040,Los Banos,19.0,Oval
29041,Los Banos (near),1.0,Rectangle
29042,Pacheco Pass,2.0,Rectangle
29043,Dinosaur Point (Pacheco Pass on SR152),1.0,Cigar
29044,Santa Nella,4.0,Rectangle
29045,Merced County,1.0,Other
29063,Ben Lomond,1.0,Fireball
29065,Palm Springs,36.0,Circle
29078,Vista Point,1.0,Fireball
29085,Palm Springs,36.0,Oval
29090,Sacramento,177.0,Circle
29095,Covina,20.0,Chevron
29138,La Mesa,19.0,Light
29142,Wildomar,9.0,Circle
29156,San Diego,277.0,Sphere
29160,San Marcos,13.0,Circle
29162,Ventura,47.0,Light
29168,Marysville,9.0,Light
29170,La Mirada,9.0,Light
29171,Norco,4.0,Light
29182,Rocklin,13.0,Sphere
29198,San Francisco,125.0,Fireball
29210,Healdsburg,7.0,Cigar
29216,Encinitas,16.0,Formation
29232,Fullerton,25.0,Sphere
29240,Antioch,38.0,Fireball
29254,Lodi,15.0,Fireball
29262,Nevada City,3.0,Circle
29263,Altadena,3.0,Oval
29269,Fairfield,31.0,Sphere
29277,Davis,23.0,Fireball
29282,Arcata,13.0,Light
29303,Monrovia,8.0,Changing
29329,Oxnard,40.0,Other
29331,Cathedral City,15.0,Light
29338,South Lake Tahoe,10.0,Fireball
29351,San Diego,277.0,Light
29370,Fresno,96.0,Unknown
29398,Oak View,2.0,Changing
29399,Chico,31.0,Disk
29400,Red Bluff,8.0,Diamond
29409,Bishop,7.0,Sphere
29415,Riverside,68.0,Changing
29417,Burbank/Glendale,1.0,Unknown
29418,Vacaville,24.0,Light
29425,Palm Springs,36.0,Oval
29427,Burbank,48.0,Fireball
29428,Fresno,96.0,Light
29429,Moffett Field,1.0,Oval
29432,Alameda,11.0,Cigar
29443,Newport Beach,27.0,Flash
29469,Lake Elsinore,23.0,Changing
29485,Davis,23.0,Circle
29503,Ventura,47.0,Triangle
29506,Hawthorne,5.0,Oval
29515,Glendale,25.0,Fireball
29525,Hemet,27.0,Unknown
29529,Glendale,25.0,Fireball
29541,Redding,46.0,Circle
29544,San Jose,160.0,Fireball
29559,San Diego,277.0,Changing
29576,Tustin,13.0,Light
29584,Cerritos,8.0,Cigar
29603,San Jose,160.0,Changing
29605,Pacheco Pass/Hwy 152,1.0,Unknown
29609,Los Banos,19.0,Circle
29610,Los Banos,19.0,Light
29611,Pacheco Pass,2.0,Rectangle
29635,Alameda,11.0,Fireball
29637,Clovis,29.0,Light
29647,Ventura,47.0,Formation
29663,Berkeley,23.0,Diamond
29665,El Dorado Hills,5.0,Light
29668,Torrance,33.0,Unknown
29671,Marina Del Rey,7.0,Light
29672,Venice Beach,1.0,Sphere
29674,Granada Hills,3.0,Oval
29685,Rancho Bernardo,5.0,Sphere
29688,Torrance,33.0,Triangle
29692,Berkeley,23.0,Oval
29700,South San Francisco,5.0,Light
29704,Porterville,20.0,
29761,Lakeside,17.0,Fireball
29781,Eureka,19.0,Fireball
29791,Eureka,19.0,Sphere
29811,PIco Rivera,1.0,Fireball
29818,Thousand Oaks,22.0,Disk
29822,Redding,46.0,Flash
29824,Sherman Oaks,22.0,Diamond
29832,Rocklin,13.0,Light
29838,Costa Mesa,19.0,Light
29848,San Leandro,14.0,Disk
29853,Monterey,25.0,Cylinder
29855,Los Banos,19.0,Triangle
29860,Fresno,96.0,Sphere
29894,Cathedral City,15.0,Rectangle
29915,Fremont,27.0,Light
29922,Hollywood,15.0,Sphere
29923,Oakland,49.0,Changing
29931,Lake Isabella (Kern River Valley),1.0,Light
29942,Santa Rosa,67.0,Light
29943,Santa Rosa,67.0,Light
29958,Norwalk,21.0,Light
29967,Downey,14.0,Oval
29970,Ventura,47.0,Fireball
29999,Escondido,56.0,Fireball
30005,Anaheim,62.0,Circle
30006,Poway,8.0,Sphere
30015,Porterville,20.0,Circle
30022,Palm Springs,36.0,Circle
30031,Foresthill,4.0,Other
30033,San Pedro,21.0,Light
30038,Richmond,12.0,Oval
30041,Fairfax,3.0,Sphere
30043,Atwater,9.0,Circle
30052,Seaside,4.0,Triangle
30073,West Covina,10.0,Fireball
30077,Covina,20.0,Rectangle
30080,Rosemead,4.0,Egg
30096,Lincoln,16.0,Other
30105,San Jose,160.0,Oval
30112,Soledad,2.0,Sphere
30113,Huntington Beach,64.0,Sphere
30123,Santa Ana,35.0,Light
30127,San Diego,277.0,Light
30130,Davis,23.0,Triangle
30140,Lodi,15.0,Fireball
30144,Hemet,27.0,Changing
30147,San Jose,160.0,Fireball
30151,Kyburz,1.0,Unknown
30169,Kelseyville,6.0,Fireball
30178,Fremont,27.0,Circle
30204,Dana Point,16.0,Changing
30232,Los Angeles,254.0,Fireball
30239,Antioch,38.0,Circle
30247,Coarsegold,2.0,Light
30252,Orinda,3.0,Unknown
30257,Ansel Adams wilderness,1.0,Flash
30266,Oxnard,40.0,Formation
30286,Placentia,9.0,Fireball
30291,Camarillo,10.0,Fireball
30301,San Mateo,11.0,Light
30306,Hayward,26.0,Other
30314,Baldwin Park,8.0,Fireball
30323,Sacramento,177.0,Light
30338,Camarillo,10.0,Disk
30346,Ontario,12.0,Other
30358,Tuolumne Meadows,1.0,Triangle
30378,Los Angeles,254.0,Circle
30379,Los Angeles,254.0,Light
30380,Ventura,47.0,Formation
30381,Janesville,4.0,Disk
30384,Murrieta,23.0,Cylinder
30386,San Jose,160.0,Other
30387,Sherman Oaks,22.0,Unknown
30393,Sacramento,177.0,Formation
30394,Sacramento,177.0,Formation
30397,Alameda,11.0,Formation
30424,Elk Grove,33.0,Fireball
30441,Oak Park,4.0,Changing
30444,Sunnyvale,10.0,Fireball
30461,Livermore,18.0,Formation
30463,Livermore,18.0,Fireball
30468,Livermore,18.0,Circle
30470,Universal City,2.0,Diamond
30473,Los Angeles,254.0,Light
30476,Huntington Beach,64.0,Light
30477,Shasta,1.0,Unknown
30520,Camarillo,10.0,Cigar
30521,Lancaster,30.0,Diamond
30530,Upland,17.0,Cross
30531,Upland,17.0,Cross
30533,Chula Vista,27.0,Unknown
30563,San Diego,277.0,Cylinder
30570,Arcata,13.0,Formation
30581,San Diego,277.0,Fireball
30592,Playa Del Rey,3.0,Fireball
30609,Oxnard,40.0,Light
30618,Chico,31.0,Circle
30620,Lakeside,17.0,Light
30638,Quincy,7.0,Flash
30643,Torrance,33.0,Sphere
30672,Vacaville,24.0,Light
30677,Vacaville,24.0,Light
30697,Long Beach,94.0,Light
30703,Glendale,25.0,Other
30705,Plumas National Forest,1.0,Disk
30709,Orleans,2.0,Other
30710,Diamond Bar,5.0,Triangle
30714,West Los Angeles,8.0,Light
30721,Auburn,14.0,Light
30729,Fontana,24.0,Teardrop
30738,Whittier,29.0,Triangle
30774,Stockton,37.0,Light
30789,Aguanga,1.0,Other
30806,King's Canyon Park,1.0,
30812,West Los Angeles,8.0,Oval
30816,San Francisco,125.0,Other
30822,Hollister,22.0,Light
30823,Panorama City,3.0,Light
30829,Temecula,48.0,Unknown
30863,San Diego,277.0,Fireball
30878,Pismo Beach,4.0,Disk
30882,Los Banos,19.0,Triangle
30902,Redding,46.0,Light
30910,San Diego,277.0,Sphere
30944,Los Angeles,254.0,Egg
30955,Los Angeles/Hollywood,1.0,Circle
30956,Mission Hills,4.0,Fireball
30958,Pomona,27.0,Sphere
30961,Oakland,49.0,Circle
30963,Santa Nella,4.0,Formation
30964,Santa Nella,4.0,Sphere
30967,Moreno Valley,26.0,Flash
30998,Campbell,16.0,Light
31000,Orange,30.0,Fireball
31009,El Centro,14.0,Cigar
31028,Sacramento,177.0,Changing
31030,Glendale,25.0,
31032,Laguna Hills,14.0,Fireball
31056,Riverside,68.0,Fireball
31124,Redding,46.0,Fireball
31125,Pasadena,26.0,Disk
31127,Pasadena,26.0,Disk
31158,Saint Helena,1.0,Flash
31198,Chino Hills,9.0,Oval
31212,Ventura,47.0,Light
31222,Westminster,15.0,Circle
31228,Beaumont,5.0,Light
31231,West Covina,10.0,Fireball
31268,Irvine,55.0,Triangle
31279,Anderson,12.0,Fireball
31347,Carlsbad,39.0,Cigar
31348,Denair,1.0,Cigar
31362,Blythe/Desert Center (between),1.0,Fireball
31363,Desert Center,7.0,Fireball
31366,El Cerrito,5.0,Disk
31368,Modesto,68.0,Light
31369,Sacramento,177.0,Triangle
31378,Imperial,1.0,Disk
31382,Santa Clarita,18.0,Sphere
31385,Huntington Beach,64.0,Disk
31387,Castro Valley,16.0,Unknown
31393,El Centro,14.0,Other
31405,Apple Valley,17.0,Sphere
31412,Indio and San Diego,1.0,Sphere
31413,San Diego,277.0,Light
31425,Palm Springs,36.0,Circle
31469,Palmdale,34.0,Flash
31484,Cobb,2.0,Triangle
31507,Sacramento,177.0,Disk
31515,Fresno,96.0,Formation
31525,Laguna Beach,16.0,Formation
31550,Yucaipa,14.0,Sphere
31582,Newbury Park,6.0,Triangle
31591,Clovis,29.0,Flash
31615,Reseda,11.0,Fireball
31617,Valley Glen,1.0,Chevron
31619,Corona,54.0,Unknown
31660,Santa Barbara,54.0,Circle
31680,Aptos,6.0,Sphere
31681,Davis,23.0,Teardrop
31695,Aliso Viejo,11.0,Fireball
31721,Santa Cruz,35.0,Sphere
31724,Monrovia,8.0,Disk
31730,Middletown,2.0,Light
31751,Yreka,4.0,Cigar
31769,Upland/Rancho Cucamonga,1.0,Cigar
31775,Cloverdale,6.0,Unknown
31786,Fresno,96.0,Changing
31793,San Jose,160.0,Unknown
31817,Niland,1.0,Unknown
31821,West Hollywood,4.0,Light
31823,Big Bear,3.0,Other
31831,Davis,23.0,Unknown
31832,San Jose,160.0,Fireball
31843,San Jose,160.0,Diamond
31844,San Diego,277.0,Circle
31851,Baldy Village,1.0,Diamond
31867,Kirkwood,1.0,Light
31877,Victorville,15.0,Sphere
31889,San Diego,277.0,Other
31890,San Jose,160.0,Sphere
31894,Rancho Santa Margarita,10.0,Circle
31896,Santa Barbara,54.0,Circle
31904,Torrance,33.0,Other
31910,San Diego,277.0,Other
31933,Venice,19.0,Light
31934,Lodi,15.0,Fireball
31950,San Ramon,12.0,Sphere
31979,Chino,16.0,Circle
31989,Goleta,16.0,Disk
32008,Patterson,9.0,Triangle
32011,29 Palms,2.0,Changing
32020,Los Banos,19.0,Fireball
32036,Thousand Oaks,22.0,Light
32039,Rancho Bernardo,5.0,Light
32060,Barstow (toward; South on Hwy 40),1.0,Sphere
32070,Lincoln,16.0,Formation
32118,San Diego,277.0,Light
32119,San Diego,277.0,Light
32129,Lakeside,17.0,Light
32130,Palmdale,34.0,Sphere
32140,Los Angeles,254.0,Light
32143,Modesto,68.0,Fireball
32153,Sacramento,177.0,Light
32162,Hayward,26.0,Other
32165,Baldwin Park,8.0,Triangle
32169,Los Angeles,254.0,Oval
32205,Petaluma,22.0,Other
32213,Sacramento,177.0,Fireball
32219,Modesto,68.0,Fireball
32226,Thousand Oaks,22.0,Disk
32227,Los Angeles,254.0,Unknown
32228,Fountain Valley,10.0,Other
32229,Irvine,55.0,Circle
32245,San Jose,160.0,Fireball
32263,Anaheim,62.0,Light
32272,Escondido,56.0,Sphere
32280,Friant,3.0,Light
32285,Huntington Park,3.0,Light
32299,Riverbank,7.0,Triangle
32300,San Jose,160.0,Fireball
32336,Lathrop,4.0,Fireball
32342,Petaluma,22.0,Light
32350,Oakland,49.0,Changing
32353,San Diego,277.0,Sphere
32359,Canoga Park,12.0,Formation
32363,Long Beach,94.0,Disk
32364,Ridgecrest,24.0,Oval
32366,Sonoma,24.0,Fireball
32367,San Diego,277.0,Circle
32383,Pacific Beach,2.0,Fireball
32425,Orland,13.0,Triangle
32439,Danville,5.0,Disk
32456,Fountain Valley,10.0,Unknown
32459,Oakland,49.0,Fireball
32466,San Jose,160.0,Disk
32471,Fountain Valley,10.0,Light
32472,Wildomar,9.0,Circle
32473,Redwood City,12.0,Light
32502,Glendale,25.0,Disk
32504,Redding,46.0,Circle
32524,Lakewood,15.0,Fireball
32525,Rancho Cucamonga,32.0,Chevron
32529,Laguna Niguel,17.0,Sphere
32535,San Pedro,21.0,Circle
32548,Twenty Nine Palms,6.0,Light
32550,Los Angeles,254.0,Triangle
32556,Compton,6.0,Fireball
32563,Monrovia,8.0,Oval
32577,Aptos,6.0,Changing
32579,Los Banos,19.0,Circle
32600,Los Banos,19.0,Cylinder
32606,Petaluma,22.0,Light
32609,Anaheim,62.0,Light
32610,Ojai,9.0,Teardrop
32613,Venice,19.0,Light
32649,Ventura,47.0,Circle
32653,Ventura,47.0,Chevron
32659,Arcata,13.0,Formation
32664,Hayward,26.0,Light
32675,Point Arena,2.0,Unknown
32691,Santa Clarita,18.0,Light
32693,San Ramon,12.0,Light
32720,Big Bear City,2.0,Circle
32731,Bridgeport,3.0,Circle
32742,Fountain Valley,10.0,Oval
32743,Saugus,7.0,Disk
32770,Irvine,55.0,Cylinder
32773,San Jose,160.0,Fireball
32808,Victorville,15.0,Circle
32809,Huntington Beach,64.0,Light
32810,Pomona,27.0,Light
32811,Pomona,27.0,Light
32834,Lincoln,16.0,Light
32851,Oakley,16.0,Triangle
32856,Sacramento,177.0,Sphere
32879,La Mesa,19.0,Light
32895,Roseville,38.0,Other
32896,Exeter,1.0,Formation
32898,Venice,19.0,Triangle
32904,Burbank/Glendale border,1.0,Triangle
32913,Lone Pine,3.0,Other
32914,Beverly Hills,5.0,Light
32915,Carmel,5.0,Oval
32926,Santa Rosa,67.0,Chevron
32928,Vacaville,24.0,Other
32930,Santa Rosa,67.0,Unknown
32932,Ventura,47.0,Light
32950,Napa,28.0,Circle
32952,El Segundo,5.0,Light
32955,Sacramento,177.0,Disk
32961,Riverside,68.0,Formation
32990,South San Diego,1.0,Other
32991,Santa Rosa Indian Reservation,1.0,Sphere
33034,Santa Ana,35.0,Fireball
33042,Daly City,10.0,Oval
33096,Apple Valley,17.0,Circle
33098,Glendale,25.0,Circle
33112,Santa Barbara,54.0,Fireball
33132,San Diego,277.0,Circle
33139,North Long Beach,1.0,Light
33140,Union City,8.0,Unknown
33143,San Rafael,24.0,Flash
33144,Stockton/Linden,1.0,Light
33162,Desert Hot Springs,11.0,Other
33182,Escondido,56.0,Light
33205,Canyon Lake,7.0,Unknown
33208,EL Centro,1.0,Circle
33210,Santa Ana/Garden Grove/Irvine/Anaheim,1.0,Formation
33213,Santa Barbara,54.0,Light
33215,Sierra Madre,2.0,Formation
33218,Modesto,68.0,Diamond
33219,Meadow Vista,2.0,Diamond
33296,Rancho Mirage,5.0,Rectangle
33305,San Jose,160.0,Other
33312,San Diego,277.0,Sphere
33313,San Francisco Airport,2.0,Triangle
33315,Burbank,48.0,Fireball
33322,San Diego,277.0,Sphere
33326,Antioch,38.0,Light
33332,Long Beach,94.0,Light
33334,Madera,18.0,Sphere
33335,Santa Barbara,54.0,Oval
33341,Susanville,8.0,Flash
33347,Vista,21.0,Triangle
33363,Visalia,35.0,Other
33377,Ocean Beach,4.0,Disk
33382,Hayward,26.0,Chevron
33386,Agoura Hills,5.0,Fireball
33394,North Lake Tahoe,1.0,Light
33404,Torrance,33.0,
33410,Hamburg,2.0,Light
33414,San Jose,160.0,Circle
33420,San Francisco,125.0,Disk
33422,Bakersfield,63.0,Cylinder
33427,Petaluma,22.0,Fireball
33429,San Jose,160.0,Circle
33435,San Francisco,125.0,Circle
33438,Lake Elsinore,23.0,Other
33447,Chula Vista,27.0,Circle
33449,Huntington Beach,64.0,Oval
33450,Yucca Valley,6.0,Sphere
33454,Corona,54.0,Oval
33459,Davis,23.0,Triangle
33462,Capitola,9.0,Light
33464,Fontana,24.0,Fireball
33469,Port Hueneme,5.0,Light
33470,Ojai,9.0,Oval
33472,Hawthorne/Los Angeles,1.0,Circle
33482,Union City,8.0,Light
33498,Oakley,16.0,Sphere
33499,Oakley,16.0,Sphere
33504,San Mateo,11.0,Light
33515,Studio City,9.0,Fireball
33543,Bakersfield,63.0,Light
33555,San Ramon,12.0,Formation
33585,Felton,5.0,Oval
33591,Sacramento,177.0,Other
33593,Vallejo,18.0,Sphere
33601,North Hollywood,21.0,Formation
33635,Palm Springs,36.0,Changing
33636,Vacaville (Fairfield area),1.0,Circle
33639,Sacramento,177.0,Triangle
33650,Apple Valley,17.0,Oval
33664,Escondido,56.0,Other
33709,Olivehurst,4.0,Changing
33716,Carlsbad,39.0,Disk
33742,Santa Cruz,35.0,Circle
33761,Long Beach,94.0,Fireball
33762,Long Beach,94.0,Fireball
33766,Ventura,47.0,Fireball
33797,Lakeside,17.0,Light
33802,Mammoth Lakes,3.0,Light
33806,Berkeley,23.0,Diamond
33814,Union City,8.0,Light
33815,Union City,8.0,Light
33817,Sacramento,177.0,Fireball
33836,Mission Viejo,24.0,Light
33850,Sebastopol,11.0,Circle
33851,Lemon Grove,5.0,Oval
33865,Lake Arrowhead,8.0,Circle
33866,Porter Ranch,6.0,Sphere
33874,La Puente,13.0,Unknown
33884,Los Angeles,254.0,Teardrop
33885,Sebastopol,11.0,Circle
33892,Westminster,15.0,Chevron
33904,Santa Cruz,35.0,Formation
33905,Sacramento,177.0,Fireball
33909,Venice,19.0,Triangle
33917,Roseville,38.0,Triangle
33922,San Anselmo,10.0,Light
33923,San Anselmo,10.0,Changing
33926,Redding,46.0,Unknown
33935,Los Angeles,254.0,Circle
33936,Placentia,9.0,Circle
33938,Bellflower,4.0,Sphere
33959,Antioch,38.0,Light
33969,Bakersfield,63.0,Unknown
33970,Bakersfield,63.0,Circle
33977,Oceanside,32.0,Circle
33984,Anaheim,62.0,Sphere
34020,McKinleyville,3.0,Circle
34039,Lone Pine (Mt. Whitney),1.0,Unknown
34048,Studio City,9.0,Light
34079,Del Mar,5.0,Triangle
34080,Diamond Springs,2.0,Unknown
34086,Pacifica,8.0,Circle
34117,North Hollywood,21.0,Rectangle
34118,North Hollywood,21.0,Rectangle
34119,Laguna Hills,14.0,Sphere
34121,Upland,17.0,Circle
34133,Los Cabos,1.0,Triangle
34137,Burbank,48.0,Light
34144,Elk Grove,33.0,Sphere
34146,Eureka,19.0,Rectangle
34147,Studio City,9.0,Disk
34155,Buena Park,14.0,Fireball
34159,Burbank,48.0,Light
34167,Marina Del Rey,7.0,Fireball
34205,Merced,19.0,Light
34207,West Sacramento,7.0,Fireball
34210,Hollywood,15.0,Fireball
34215,Modesto,68.0,Light
34216,Azusa,11.0,Triangle
34228,Berkeley,23.0,Fireball
34229,San Diego (South Park),1.0,Light
34246,Apple Valley,17.0,Teardrop
34260,Santa Rosa,67.0,Sphere
34266,Roseville,38.0,Rectangle
34271,San Francisco,125.0,Oval
34273,San Jose,160.0,Light
34275,Marina,3.0,Light
34280,Calimesa,3.0,Sphere
34282,Irvine,55.0,Unknown
34301,Orcutt,1.0,Fireball
34305,Ocatilio Wells,1.0,Oval
34316,Northridge,8.0,Teardrop
34334,San Diego,277.0,Unknown
34339,San Francisco,125.0,Triangle
34340,Oceano,3.0,Rectangle
34365,Santa Clarita,18.0,Fireball
34380,Santa Rosa,67.0,Triangle
34382,Fairfield,31.0,Circle
34383,Pico Rivera,9.0,Fireball
34386,Oceanside,32.0,Other
34419,Sacramento/Yuba City (between),1.0,Triangle
34435,Yucaipa,14.0,Circle
34463,Los Angeles,254.0,Triangle
34465,Los Angeles,254.0,Sphere
34467,Los Angeles,254.0,Sphere
34519,Redding,46.0,Unknown
34522,Tuolumne,1.0,Light
34527,San Carlos,5.0,Circle
34530,Playa del Rey,7.0,Disk
34532,Atascadero (101 freeway),1.0,Circle
34538,Oxnard,40.0,Circle
34548,Taft,7.0,Sphere
34550,Bakersfield,63.0,Light
34568,Bonita,3.0,Triangle
34571,Fresno,96.0,Unknown
34585,Pasadena,26.0,Sphere
34591,North Highlands,5.0,Triangle
34608,Turlock,21.0,Light
34631,Castro Valley,16.0,Light
34641,Elk Grove,33.0,Unknown
34656,Pittsburg,12.0,Unknown
34660,Sacramento,177.0,Changing
34661,Arroyo Grande,7.0,Triangle
34671,Apple Valley,17.0,Unknown
34680,Pasadena,26.0,Unknown
34681,Eagle Rock,3.0,Disk
34686,San Francisco,125.0,Fireball
34718,Phillips Ranch,2.0,Fireball
34719,Escondido,56.0,Rectangle
34733,Burbank,48.0,Light
34746,Quail Valley,3.0,Triangle
34753,Pico Rivera,9.0,Triangle
34781,Huntington Beach,64.0,Oval
34811,Thousand Oaks,22.0,Flash
34819,San Jose,160.0,Circle
34831,Monterey,25.0,Flash
34835,Patterson,9.0,Triangle
34838,San Jose,160.0,Unknown
34843,Rohnert Park,20.0,Sphere
34853,Long Beach,94.0,Light
34875,Turlock,21.0,Changing
34876,Sacramento,177.0,Light
34883,Elk Grove,33.0,Chevron
34917,Los Angeles,254.0,Cone
34987,Rancho Cucamonga,32.0,Sphere
34988,Perris,11.0,Light
34989,Oakland,49.0,Light
34999,Grass Valley,19.0,Sphere
35005,Sacramento,177.0,Light
35006,Silver Lake (Los Angeles),1.0,Circle
35034,Burbank,48.0,Disk
35045,Culver City,11.0,Disk
35073,Canoga Park,12.0,Light
35081,Santa Monica,23.0,Circle
35084,Fountain Valley,10.0,Formation
35085,Huntington Beach,64.0,Triangle
35097,Los Angeles,254.0,Light
35103,Fair Oaks,8.0,Oval
35104,Fairfax,3.0,Sphere
35105,Weaverville,5.0,Sphere
35110,Roseville,38.0,
35114,Coalinga,9.0,Disk
35117,Chico,31.0,Circle
35129,Anaheim,62.0,Unknown
35133,Weaverville,5.0,Fireball
35136,Stockton,37.0,Triangle
35141,Sacramento,177.0,Light
35149,Tulare,6.0,Formation
35151,Elk Grove,33.0,Sphere
35157,Long Beach,94.0,Formation
35160,Palm Desert,27.0,Sphere
35168,Ridgecrest,24.0,Light
35172,Stockton,37.0,Fireball
35178,Berkeley,23.0,Fireball
35179,San Jose,160.0,Circle
35181,Modesto,68.0,Changing
35185,Irvine,55.0,
35189,Fort Hunter Liggett,1.0,Chevron
35191,Cottonwood,5.0,Sphere
35194,Carmichael,12.0,Formation
35196,San Diego,277.0,Oval
35200,Santa Ana,35.0,Light
35203,Rohnert Park,20.0,Triangle
35208,Oakley,16.0,Oval
35211,Brawley,6.0,Triangle
35222,Porterville,20.0,Other
35229,Fresno,96.0,Light
35238,Pasadena,26.0,Formation
35239,Bakersfield,63.0,Light
35244,Redondo Beach,26.0,Formation
35246,La Mirada,9.0,Sphere
35247,Whittier,29.0,Circle
35251,Eastvale,10.0,Sphere
35253,San Diego,277.0,Light
35254,Vallejo,18.0,Light
35256,Beaumont/Cherry Valley,1.0,Other
35268,Hercules,3.0,Sphere
35282,Monterey,25.0,Cylinder
35288,Rialto,13.0,Oval
35298,Fremont,27.0,Circle
35304,Riverside,68.0,Light
35305,Los Angeles,254.0,Sphere
35307,Redondo Beach,26.0,Circle
35316,Antioch,38.0,Circle
35321,North Hollywood,21.0,Formation
35326,Pasadena,26.0,Changing
35342,Redwood Valley,3.0,Light
35348,Needles,4.0,Formation
35352,Redway,2.0,Unknown
35357,Napa,28.0,Light
35364,Pacoima,4.0,Circle
35366,Hayward,26.0,Sphere
35368,Pacifica,8.0,Fireball
35371,Rocklin,13.0,Circle
35373,Downey,14.0,Light
35382,Lompoc,7.0,Light
35383,City of Industry,2.0,Circle
35394,Placerville,10.0,Triangle
35420,Apple Valley,17.0,Other
35421,Pittsburg,12.0,Fireball
35424,Santa Cruz,35.0,Sphere
35437,Citrus Heights,17.0,Sphere
35451,Fair Oaks,8.0,Circle
35457,Fort Bragg,6.0,Sphere
35458,Fair Oaks,8.0,Circle
35460,Irvine,55.0,Changing
35462,Corona,54.0,Light
35479,Azusa,11.0,Unknown
35484,San Diego,277.0,Triangle
35485,Los angeles,1.0,Changing
35488,Porter Ranch,6.0,Rectangle
35489,San Jose,160.0,Diamond
35491,San Mateo,11.0,Light
35509,Antioch,38.0,Fireball
35513,Studio City,9.0,Cylinder
35528,El Centro,14.0,Triangle
35546,Westminster,15.0,Fireball
35559,Citrus Heights,17.0,Light
35575,Alhambra,5.0,Light
35582,Carlsbad,39.0,Other
35584,Petaluma,22.0,Other
35589,Durham,2.0,Sphere
35591,Borrego,1.0,Disk
35610,Escondido,56.0,Sphere
35638,Eureka,19.0,Cigar
35642,Mohave,1.0,Other
35643,Grand Terrace,3.0,Fireball
35646,Garden Grove,30.0,Light
35647,Garden Grove,30.0,Changing
35657,Merced,19.0,Circle
35658,Etiwanda,1.0,Oval
35661,San Francisco,125.0,Teardrop
35662,Kentfield,1.0,Sphere
35673,Corona,54.0,Light
35682,Redondo Beach,26.0,Disk
35683,Pacific Ocean (near Huntington Beach),1.0,Formation
35684,Glendale,25.0,Fireball
35689,Merced,19.0,Fireball
35690,Yucaipa,14.0,Circle
35692,Riverside,68.0,Oval
35694,Benicia,10.0,Cylinder
35695,Long Beach,94.0,Fireball
35701,Redondo Beach,26.0,Disk
35716,Ventura,47.0,Fireball
35730,Citrus Heights,17.0,Oval
35750,Bakersfield,63.0,Light
35762,San Leandro,14.0,Sphere
35763,Fairfield,31.0,Other
35767,San Pedro,21.0,Diamond
35768,Malibu,14.0,Light
35776,Cameron Park,3.0,Fireball
35781,Los Angeles,254.0,Other
35782,San Jose,160.0,Fireball
35797,El Centro,14.0,Triangle
35813,Culver CIty,1.0,Cigar
35818,Mercey Hot Springs/Firebaugh,4.0,Light
35824,Irvine,55.0,Unknown
35825,Sunnyvale,10.0,Circle
35826,Sunnyvale,10.0,Circle
35839,Fresno,96.0,Light
35846,Modesto,68.0,Unknown
35857,Temecula,48.0,Oval
